,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,link,email
0,0.0,0.0,0.0,https://www.amazon.in/Panasonic-DMC-G7KGW-K-Mirrorless-Camera-Black/dp/B07JLXC5BR/ref=zg_bs_1389179031_2?_encoding=UTF8&psc=1&refRID=A6F9WWHNB4VHSMJSE5JG,
1,1.0,1.0,,https://www.amazon.in/Panasonic-DMC-G7KGW-K-Mirrorless-Camera-Black/dp/B07JLXC5BR/ref=zg_bs_1389179031_2?_encoding=UTF8&psc=1&refRID=A6F9WWHNB4VHSMJSE5JG,
2,2.0,,,https://www.amazon.in/Panasonic-DMC-G7KGW-K-Mirrorless-Camera-Black/dp/B07JLXC5BR/ref=zg_bs_1389179031_2?_encoding=UTF8&psc=1&refRID=A6F9WWHNB4VHSMJSE5JG,
3,,,,https://www.amazon.in/Panasonic-DMC-G7KGW-K-Mirrorless-Camera-Black/dp/B07JLXC5BR/ref=zg_bs_1389179031_2?_encoding=UTF8&psc=1&refRID=A6F9WWHNB4VHSMJSE5JG,
